Longitude,Latitude,YEAR,Date_Time,SEASON,STAGE,R6TFU,AVAILABLE,Trip_id,variable,value
-6.284641,-23.615275,2018,23/11/2018 06:00,HOT,INCUBATING,1,0,10811,SSTC,21.2805916
-6.243563,-23.5348,2018,23/11/2018 08:00,HOT,INCUBATING,1,0,10811,SSTC,21.1895622
-5.855309,-16.085469,2018,24/11/2018 20:00,HOT,INCUBATING,1,0,10811,SSTC,20.7865281
-5.772051,-15.970702,2018,25/11/2018 03:30,HOT,INCUBATING,1,0,10833,SSTC,20.8770054
-6.10956,-16.139084,2018,25/11/2018 05:30,HOT,INCUBATING,1,0,10833,SSTC,20.9334907
-6.385165,-16.28716,2018,25/11/2018 07:30,HOT,INCUBATING,1,0,10833,SSTC,20.9618131
-6.681529,-16.44208,2018,25/11/2018 09:30,HOT,INCUBATING,1,0,10833,SSTC,21.0074903
-6.921595,-16.696458,2018,25/11/2018 11:30,HOT,INCUBATING,1,0,10833,SSTC,21.0225237
-8.179075,-17.80137,2018,25/11/2018 23:30,HOT,INCUBATING,1,0,10833,SSTC,21.2023066
-8.253992,-17.817828,2018,26/11/2018 01:30,HOT,INCUBATING,1,0,10833,SSTC,21.2078991
-8.357995,-17.99246,2018,26/11/2018 03:30,HOT,INCUBATING,1,0,10833,SSTC,21.2402233
-8.676387,-18.322889,2018,26/11/2018 05:30,HOT,INCUBATING,1,0,10833,SSTC,21.2132658
-8.801283,-18.489274,2018,26/11/2018 07:30,HOT,INCUBATING,1,0,10833,SSTC,21.2031669
-8.706468,-18.200775,2018,26/11/2018 09:30,HOT,INCUBATING,1,0,10833,SSTC,21.2101988
-8.574791,-17.993079,2018,26/11/2018 13:30,HOT,INCUBATING,1,0,10833,SSTC,21.2193325
-8.401336,-17.825893,2018,26/11/2018 21:30,HOT,INCUBATING,1,0,10833,SSTC,21.185271
-8.491284,-17.866778,2018,26/11/2018 23:30,HOT,INCUBATING,1,0,10833,SSTC,21.1944006
-8.509047,-17.922008,2018,27/11/2018 01:30,HOT,INCUBATING,1,0,10833,SSTC,21.201829
-8.43117,-17.798686,2018,27/11/2018 03:30,HOT,INCUBATING,1,0,10833,SSTC,21.1719255
-8.419465,-17.801023,2018,27/11/2018 05:30,HOT,INCUBATING,1,0,10833,SSTC,21.1677135
-8.355078,-17.65321,2018,27/11/2018 07:30,HOT,INCUBATING,1,0,10833,SSTC,21.1427816
-8.292018,-17.603917,2018,27/11/2018 09:30,HOT,INCUBATING,1,0,10833,SSTC,21.1323264
-8.282098,-17.57257,2018,27/11/2018 17:30,HOT,INCUBATING,1,0,10833,SSTC,21.1274571
-8.166069,-17.330625,2018,27/11/2018 19:30,HOT,INCUBATING,1,0,10833,SSTC,21.0882428
-7.915025,-16.905539,2018,27/11/2018 23:30,HOT,INCUBATING,1,0,10833,SSTC,21.1314809
-7.822394,-16.733537,2018,28/11/2018 01:30,HOT,INCUBATING,1,0,10833,SSTC,21.1585749
-7.824337,-16.862623,2018,28/11/2018 03:30,HOT,INCUBATING,1,0,10833,SSTC,21.1529999
-6.200611,-15.628849,2018,29/11/2018 05:30,HOT,INCUBATING,1,0,10833,SSTC,21.1453128
-6.134572,-15.87759,2018,29/11/2018 07:30,HOT,INCUBATING,1,0,10833,SSTC,21.0265881
-6.003629,-15.751104,2018,29/11/2018 09:30,HOT,INCUBATING,1,0,10833,SSTC,21.0528854
-5.919876,-15.664785,2018,29/11/2018 11:30,HOT,INCUBATING,1,0,10833,SSTC,21.0818939
-5.906637,-15.982194,2018,29/11/2018 15:30,HOT,INCUBATING,1,0,10833,SSTC,20.9470249
-5.825274,-15.968783,2018,29/11/2018 17:30,HOT,INCUBATING,1,0,10833,SSTC,20.9297162
-5.623685,-17.653406,2018,23/11/2018 07:30,HOT,INCUBATING,1,0,10842,SSTC,20.6174744
-5.733572,-17.957404,2018,23/11/2018 09:30,HOT,INCUBATING,1,0,10842,SSTC,20.6736616
-6.03667,-18.779529,2018,23/11/2018 15:30,HOT,INCUBATING,1,0,10842,SSTC,20.8019938
-6.118431,-18.921902,2018,23/11/2018 17:30,HOT,INCUBATING,1,0,10842,SSTC,20.8260314
-6.349992,-19.984669,2018,24/11/2018 01:30,HOT,INCUBATING,1,0,10842,SSTC,20.9071183
-6.380835,-20.265523,2018,24/11/2018 03:30,HOT,INCUBATING,1,0,10842,SSTC,20.9138985
-6.510798,-20.522001,2018,24/11/2018 05:30,HOT,INCUBATING,1,0,10842,SSTC,21.0016979
-6.570013,-20.70264,2018,24/11/2018 07:30,HOT,INCUBATING,1,0,10842,SSTC,21.0599959
-6.391823,-20.40374,2018,24/11/2018 09:30,HOT,INCUBATING,1,0,10842,SSTC,20.9408
-6.396145,-20.481871,2018,24/11/2018 11:30,HOT,INCUBATING,1,0,10842,SSTC,20.9592137
-6.495716,-20.710875,2018,24/11/2018 13:30,HOT,INCUBATING,1,0,10842,SSTC,21.0395857
-6.654156,-20.996028,2018,24/11/2018 15:30,HOT,INCUBATING,1,0,10842,SSTC,21.1553836
-6.772347,-21.204916,2018,24/11/2018 17:30,HOT,INCUBATING,1,0,10842,SSTC,21.2346136
-6.838633,-21.455738,2018,24/11/2018 19:30,HOT,INCUBATING,1,0,10842,SSTC,21.3007356
-6.903466,-21.692777,2018,24/11/2018 21:30,HOT,INCUBATING,1,0,10842,SSTC,21.3614083
-7.013056,-21.999934,2018,24/11/2018 23:30,HOT,INCUBATING,1,0,10842,SSTC,21.406757
-7.074986,-22.303346,2018,25/11/2018 01:30,HOT,INCUBATING,1,0,10842,SSTC,21.4322932
-7.137783,-22.606677,2018,25/11/2018 03:30,HOT,INCUBATING,1,0,10842,SSTC,21.4431863
-7.16352,-22.80005,2018,25/11/2018 05:30,HOT,INCUBATING,1,0,10842,SSTC,21.4270528
-7.204079,-22.992355,2018,25/11/2018 07:30,HOT,INCUBATING,1,0,10842,SSTC,21.4169149
-7.061737,-23.152268,2018,25/11/2018 15:30,HOT,INCUBATING,1,0,10842,SSTC,21.3810127
-7.067579,-23.15601,2018,25/11/2018 17:30,HOT,INCUBATING,1,0,10842,SSTC,21.3817213
-6.998102,-23.121524,2018,25/11/2018 19:30,HOT,INCUBATING,1,0,10842,SSTC,21.3725231
-7.068025,-23.241623,2018,25/11/2018 21:30,HOT,INCUBATING,1,0,10842,SSTC,21.3756077
-7.138202,-23.276342,2018,25/11/2018 23:30,HOT,INCUBATING,1,0,10842,SSTC,21.3881424
-7.36293,-23.548733,2018,26/11/2018 01:30,HOT,INCUBATING,1,0,10842,SSTC,21.4220671
-7.18248,-23.33791,2018,26/11/2018 03:30,HOT,INCUBATING,1,0,10842,SSTC,21.3467838
-6.951905,-23.069375,2018,26/11/2018 05:30,HOT,INCUBATING,1,0,10842,SSTC,21.2794001
-6.894929,-23.588455,2018,26/11/2018 17:30,HOT,INCUBATING,1,0,10842,SSTC,21.2900315
-6.703854,-23.302238,2018,26/11/2018 19:30,HOT,INCUBATING,1,0,10842,SSTC,21.2328213
-6.26856,-22.889733,2018,26/11/2018 23:30,HOT,INCUBATING,1,0,10842,SSTC,21.1878164
-6.045779,-22.676493,2018,27/11/2018 01:30,HOT,INCUBATING,1,0,10842,SSTC,21.1485945
-6.037873,-22.690163,2018,27/11/2018 03:30,HOT,INCUBATING,1,0,10842,SSTC,21.120629
-6.300048,-22.97842,2018,27/11/2018 05:30,HOT,INCUBATING,1,0,10842,SSTC,21.1754906
-6.206765,-22.666396,2018,27/11/2018 07:30,HOT,INCUBATING,1,0,10842,SSTC,21.1256041
-5.883841,-19.98241,2018,28/11/2018 07:30,HOT,INCUBATING,1,0,10842,SSTC,20.836041
-5.414513,-17.147949,2018,29/11/2018 01:29,HOT,INCUBATING,1,0,10842,SSTC,20.8050699
-5.278332,-16.904532,2018,29/11/2018 03:29,HOT,INCUBATING,1,0,10842,SSTC,20.7168874
-5.950408,-15.992674,2018,24/11/2018 21:29,HOT,INCUBATING,1,0,10852,SSTC,20.8318917
-5.926957,-16.353476,2018,24/11/2018 23:29,HOT,INCUBATING,1,0,10852,SSTC,20.7238254
-5.78238,-16.574288,2018,25/11/2018 01:29,HOT,INCUBATING,1,0,10852,SSTC,20.6787723
-5.856419,-16.902901,2018,25/11/2018 03:29,HOT,INCUBATING,1,0,10852,SSTC,20.733709
-5.941969,-17.221983,2018,25/11/2018 05:29,HOT,INCUBATING,1,0,10852,SSTC,20.7863732
-6.097713,-17.471954,2018,25/11/2018 07:29,HOT,INCUBATING,1,0,10852,SSTC,20.8506048
-6.258507,-17.696545,2018,25/11/2018 09:29,HOT,INCUBATING,1,0,10852,SSTC,20.8977722
-6.449631,-18.037968,2018,25/11/2018 11:29,HOT,INCUBATING,1,0,10852,SSTC,20.94986
-6.61024,-18.271674,2018,25/11/2018 13:29,HOT,INCUBATING,1,0,10852,SSTC,20.9837818
-6.7422,-18.569536,2018,25/11/2018 15:29,HOT,INCUBATING,1,0,10852,SSTC,21.0264022
-6.898439,-19.351949,2018,25/11/2018 23:29,HOT,INCUBATING,1,0,10852,SSTC,21.0312589
-6.810684,-19.381574,2018,26/11/2018 01:29,HOT,INCUBATING,1,0,10852,SSTC,21.0294683
-6.872177,-19.367577,2018,26/11/2018 07:29,HOT,INCUBATING,1,0,10852,SSTC,21.1204775
-7.117573,-19.701233,2018,26/11/2018 09:29,HOT,INCUBATING,1,0,10852,SSTC,21.1701346
-7.626385,-20.587424,2018,26/11/2018 17:29,HOT,INCUBATING,1,0,10852,SSTC,21.3276818
-7.446728,-20.304983,2018,26/11/2018 19:29,HOT,INCUBATING,1,0,10852,SSTC,21.2612067
-7.160727,-19.666687,2018,26/11/2018 23:29,HOT,INCUBATING,1,0,10852,SSTC,21.1767018
-7.055643,-19.336147,2018,27/11/2018 01:29,HOT,INCUBATING,1,0,10852,SSTC,21.1280135
-7.100106,-19.358372,2018,27/11/2018 03:29,HOT,INCUBATING,1,0,10852,SSTC,21.1124565
-7.325022,-19.627368,2018,27/11/2018 05:29,HOT,INCUBATING,1,0,10852,SSTC,21.168168
-7.591171,-19.863843,2018,27/11/2018 07:29,HOT,INCUBATING,1,0,10852,SSTC,21.2441585
-7.808283,-20.249258,2018,27/11/2018 09:29,HOT,INCUBATING,1,0,10852,SSTC,21.3130919
-8.111259,-20.241024,2018,27/11/2018 19:29,HOT,INCUBATING,1,0,10852,SSTC,21.3858556
-8.128213,-20.253119,2018,27/11/2018 21:29,HOT,INCUBATING,1,0,10852,SSTC,21.3918881
-7.828264,-18.4412,2018,28/11/2018 23:29,HOT,INCUBATING,1,0,10852,SSTC,21.1924517
-7.671115,-17.715164,2018,29/11/2018 13:29,HOT,INCUBATING,1,0,10852,SSTC,21.1213826
-7.669787,-17.685797,2018,29/11/2018 15:29,HOT,INCUBATING,1,0,10852,SSTC,21.1205676
-6.240062,-15.559577,2018,30/11/2018 17:29,HOT,INCUBATING,1,0,10852,SSTC,21.2844087
-6.046585,-15.263741,2018,30/11/2018 19:29,HOT,INCUBATING,1,0,10852,SSTC,21.4577343
-5.829017,-15.134523,2018,30/11/2018 23:29,HOT,INCUBATING,1,0,10852,SSTC,21.5391119
-5.877286,-15.38587,2018,01/12/2018 01:29,HOT,INCUBATING,1,0,10852,SSTC,21.3843692
-5.090995,-15.643423,2018,01/12/2018 13:29,HOT,INCUBATING,1,0,10852,SSTC,21.1000937
-4.893745,-15.705092,2018,01/12/2018 15:29,HOT,INCUBATING,1,0,10852,SSTC,21.0335082
-5.964335,-16.397143,2018,23/11/2018 22:00,HOT,INCUBATING,1,0,10861,SSTC,20.6052766
-5.996098,-16.775221,2018,24/11/2018 00:00,HOT,INCUBATING,1,0,10861,SSTC,20.6001455
-6.419684,-18.341702,2018,24/11/2018 10:00,HOT,INCUBATING,1,0,10861,SSTC,20.9489955
-6.508293,-18.559187,2018,24/11/2018 12:00,HOT,INCUBATING,1,0,10861,SSTC,20.9926214
-6.153695,-18.808589,2018,24/11/2018 22:00,HOT,INCUBATING,1,0,10861,SSTC,20.9347437
-5.663309,-18.513819,2018,25/11/2018 02:00,HOT,INCUBATING,1,0,10861,SSTC,20.8231963
-5.490912,-18.453496,2018,25/11/2018 04:00,HOT,INCUBATING,1,0,10861,SSTC,20.7873611
-5.501145,-18.538094,2018,25/11/2018 06:00,HOT,INCUBATING,1,0,10861,SSTC,20.7925895
-5.677309,-18.877702,2018,25/11/2018 10:00,HOT,INCUBATING,1,0,10861,SSTC,20.8147679
-5.520675,-18.614439,2018,25/11/2018 12:00,HOT,INCUBATING,1,0,10861,SSTC,20.7975533
-5.345751,-18.338556,2018,25/11/2018 14:00,HOT,INCUBATING,1,0,10861,SSTC,20.7571314
-5.237176,-18.188909,2018,25/11/2018 16:00,HOT,INCUBATING,1,0,10861,SSTC,20.7317456
-5.066705,-18.009548,2018,25/11/2018 18:00,HOT,INCUBATING,1,0,10861,SSTC,20.705316
-4.885179,-17.774303,2018,25/11/2018 20:00,HOT,INCUBATING,1,0,10861,SSTC,20.6404046
-4.538329,-17.523582,2018,26/11/2018 06:00,HOT,INCUBATING,1,0,10861,SSTC,20.6023759
-4.588948,-17.806051,2018,26/11/2018 08:00,HOT,INCUBATING,1,0,10861,SSTC,20.6317152
-4.471758,-17.681473,2018,26/11/2018 10:00,HOT,INCUBATING,1,0,10861,SSTC,20.6051279
-4.411842,-17.761186,2018,26/11/2018 12:00,HOT,INCUBATING,1,0,10861,SSTC,20.6021352
-4.441225,-17.808903,2018,26/11/2018 14:00,HOT,INCUBATING,1,0,10861,SSTC,20.6097471
-4.478327,-17.863779,2018,26/11/2018 16:00,HOT,INCUBATING,1,0,10861,SSTC,20.6192745
-4.491859,-17.95873,2018,26/11/2018 18:00,HOT,INCUBATING,1,0,10861,SSTC,20.6283419
-4.436034,-17.803111,2018,26/11/2018 19:59,HOT,INCUBATING,1,0,10861,SSTC,20.6085696
-4.586651,-17.919894,2018,27/11/2018 01:59,HOT,INCUBATING,1,0,10861,SSTC,20.6974607
-4.794448,-18.150385,2018,27/11/2018 03:59,HOT,INCUBATING,1,0,10861,SSTC,20.7756488
-4.815175,-18.041452,2018,27/11/2018 05:59,HOT,INCUBATING,1,0,10861,SSTC,20.8307211
-4.694094,-17.738525,2018,27/11/2018 07:59,HOT,INCUBATING,1,0,10861,SSTC,20.7872276
-4.765825,-17.489715,2018,27/11/2018 15:59,HOT,INCUBATING,1,0,10861,SSTC,20.7514565
-4.692037,-17.129908,2018,27/11/2018 17:59,HOT,INCUBATING,1,0,10861,SSTC,20.7211351
-4.735511,-16.54856,2018,27/11/2018 21:59,HOT,INCUBATING,1,0,10861,SSTC,20.7890668
-5.175947,-16.771625,2018,27/11/2018 23:59,HOT,INCUBATING,1,0,10861,SSTC,20.7734601
-5.646343,-16.972645,2018,28/11/2018 01:59,HOT,INCUBATING,1,0,10861,SSTC,20.8415906
-5.834288,-16.402195,2018,28/11/2018 03:59,HOT,INCUBATING,1,0,10861,SSTC,20.9170703
-6.784265,-16.484657,2019,01/06/2019 04:26,COOL,CHICK_REARING,1,0,11061,SSTC,24.1357113
-6.871293,-16.604579,2019,01/06/2019 05:26,COOL,CHICK_REARING,1,0,11061,SSTC,24.1548724
-6.976102,-16.468839,2019,01/06/2019 10:26,COOL,CHICK_REARING,1,0,11061,SSTC,24.1752345
-6.961266,-16.269346,2019,01/06/2019 11:26,COOL,CHICK_REARING,1,0,11061,SSTC,24.159807
-6.922242,-16.068737,2019,01/06/2019 12:26,COOL,CHICK_REARING,1,0,11061,SSTC,24.1401035
-6.87077,-15.885846,2019,01/06/2019 13:26,COOL,CHICK_REARING,1,0,11061,SSTC,24.1190273
-6.436445,-15.419141,2019,01/06/2019 19:26,COOL,CHICK_REARING,1,0,11061,SSTC,23.9871111
-6.377615,-15.549245,2019,01/06/2019 20:26,COOL,CHICK_REARING,1,0,11061,SSTC,23.9807929
-6.346913,-15.675443,2019,01/06/2019 21:26,COOL,CHICK_REARING,1,0,11061,SSTC,23.9824879
-6.228317,-15.799159,2019,01/06/2019 22:26,COOL,CHICK_REARING,1,0,11061,SSTC,23.9632839
-6.10974,-15.878897,2019,01/06/2019 23:26,COOL,CHICK_REARING,1,0,11061,SSTC,23.9416771
-5.822608,-15.96263,2019,02/06/2019 01:26,COOL,CHICK_REARING,1,0,11061,SSTC,23.8699216
-5.944931,-15.960292,2019,02/06/2019 09:26,COOL,CHICK_REARING,1,0,11062,SSTC,23.84226
-5.974638,-15.772705,2019,02/06/2019 10:26,COOL,CHICK_REARING,1,0,11062,SSTC,23.8517442
-5.928372,-15.573071,2019,02/06/2019 12:26,COOL,CHICK_REARING,1,0,11062,SSTC,23.816346
-5.997074,-15.382791,2019,02/06/2019 13:26,COOL,CHICK_REARING,1,0,11062,SSTC,23.799659
-5.874716,-15.93239,2019,02/06/2019 18:26,COOL,CHICK_REARING,1,0,11062,SSTC,23.8291761
-5.832504,-15.995693,2019,03/06/2019 04:26,COOL,CHICK_REARING,1,0,11062,SSTC,23.8246052
-6.055185,-16.028192,2019,03/06/2019 07:26,COOL,CHICK_REARING,1,0,11063,SSTC,23.8721101
-6.042136,-15.88734,2019,03/06/2019 08:26,COOL,CHICK_REARING,1,0,11063,SSTC,23.8763872
-5.966646,-15.845929,2019,03/06/2019 16:26,COOL,CHICK_REARING,1,0,11063,SSTC,23.8621061
-5.865234,-15.908874,2019,03/06/2019 17:26,COOL,CHICK_REARING,1,0,11063,SSTC,23.8373494
-6.036534,-15.659943,2019,04/06/2019 10:26,COOL,CHICK_REARING,1,0,11063,SSTC,23.7940657
-5.647275,-15.805751,2019,04/06/2019 00:00,COOL,INCUBATING,1,0,11071,SSTC,23.7948586
-5.424652,-15.674476,2019,04/06/2019 02:00,COOL,INCUBATING,1,0,11071,SSTC,23.7176076
-5.214543,-15.538659,2019,04/06/2019 04:00,COOL,INCUBATING,1,0,11071,SSTC,23.6401263
-3.445323,-14.901053,2019,05/06/2019 02:00,COOL,INCUBATING,1,0,11071,SSTC,23.3804435
-3.600297,-15.065192,2019,05/06/2019 04:00,COOL,INCUBATING,1,0,11071,SSTC,23.3437079
-5.607915,-17.634116,2019,06/06/2019 14:00,COOL,INCUBATING,1,0,11083,SSTC,23.407996
-5.54946,-17.878442,2019,06/06/2019 16:00,COOL,INCUBATING,1,0,11083,SSTC,23.3695818
-5.299581,-18.594919,2019,07/06/2019 00:00,COOL,INCUBATING,1,0,11083,SSTC,23.3404627
-3.735668,-20.111795,2019,07/06/2019 20:00,COOL,INCUBATING,1,0,11083,SSTC,23.0781361
-3.096591,-20.45113,2019,08/06/2019 00:00,COOL,INCUBATING,1,0,11083,SSTC,22.8908069
-2.712001,-20.584103,2019,08/06/2019 06:00,COOL,INCUBATING,1,0,11083,SSTC,22.6428839
-1.104399,-21.018606,2019,08/06/2019 22:00,COOL,INCUBATING,1,0,11083,SSTC,22.4541632
-0.931169,-21.112306,2019,09/06/2019 00:00,COOL,INCUBATING,1,0,11083,SSTC,22.4285473
0.850813,-20.66832,2019,09/06/2019 10:00,COOL,INCUBATING,1,0,11083,SSTC,21.9626493
1.008955,-20.532447,2019,09/06/2019 12:00,COOL,INCUBATING,1,0,11083,SSTC,21.9495895
0.782909,-20.401073,2019,10/06/2019 10:00,COOL,INCUBATING,1,0,11083,SSTC,22.0501027
0.860532,-20.201,2019,10/06/2019 12:00,COOL,INCUBATING,1,0,11083,SSTC,22.046086
0.855167,-20.208645,2019,10/06/2019 14:00,COOL,INCUBATING,1,0,11083,SSTC,22.0465659
0.58551,-20.499134,2019,10/06/2019 16:00,COOL,INCUBATING,1,0,11083,SSTC,22.0993688
0.314718,-20.648339,2019,10/06/2019 18:00,COOL,INCUBATING,1,0,11083,SSTC,22.182762
-0.349526,-20.559731,2019,11/06/2019 06:00,COOL,INCUBATING,1,0,11083,SSTC,22.3522415
-1.372745,-20.67779,2019,11/06/2019 16:00,COOL,INCUBATING,1,0,11083,SSTC,22.5571812
-1.636914,-20.722568,2019,11/06/2019 18:00,COOL,INCUBATING,1,0,11083,SSTC,22.5977265
-2.847526,-20.420974,2019,12/06/2019 02:00,COOL,INCUBATING,1,0,11083,SSTC,22.7234751
-2.910422,-20.068231,2019,12/06/2019 04:00,COOL,INCUBATING,1,0,11083,SSTC,22.7431632
-2.913082,-19.81932,2019,12/06/2019 06:00,COOL,INCUBATING,1,0,11083,SSTC,22.7614147
-2.955811,-19.279797,2019,12/06/2019 08:00,COOL,INCUBATING,1,0,11083,SSTC,22.7552743
-3.160001,-18.847777,2019,12/06/2019 10:00,COOL,INCUBATING,1,0,11083,SSTC,22.7248179
-3.289892,-18.212756,2019,12/06/2019 12:00,COOL,INCUBATING,1,0,11083,SSTC,22.716748
-4.912898,-16.235532,2019,12/06/2019 20:00,COOL,INCUBATING,1,0,11083,SSTC,23.1026881
-5.724838,-16.334821,2019,12/06/2019 22:00,COOL,INCUBATING,1,0,11083,SSTC,23.2643016
-6.365172,-16.130316,2019,13/06/2019 00:00,COOL,INCUBATING,1,0,11083,SSTC,23.3259757
-5.771849,-15.970697,2019,13/06/2019 08:00,COOL,INCUBATING,1,0,11083,SSTC,23.1268063
-5.813038,-15.939742,2019,22/05/2019 06:00,COOL,INCUBATING,1,0,11111,SSTC,24.2528946
-5.769734,-15.743153,2019,22/05/2019 08:00,COOL,INCUBATING,1,0,11111,SSTC,24.2528535
-3.959537,-17.369006,2019,23/05/2019 12:00,COOL,INCUBATING,1,0,11111,SSTC,24.0533872
-3.935946,-17.774303,2019,23/05/2019 14:00,COOL,INCUBATING,1,0,11111,SSTC,23.9603274
-3.656313,-19.890828,2019,24/05/2019 02:00,COOL,INCUBATING,1,0,11111,SSTC,23.7528118
-3.372642,-19.949128,2019,24/05/2019 04:00,COOL,INCUBATING,1,0,11111,SSTC,23.6574294
-3.074556,-19.818704,2019,24/05/2019 06:00,COOL,INCUBATING,1,0,11111,SSTC,23.5366895
-2.718034,-19.465635,2019,24/05/2019 10:00,COOL,INCUBATING,1,0,11111,SSTC,23.4996011
-2.119109,-19.093373,2019,24/05/2019 16:00,COOL,INCUBATING,1,0,11111,SSTC,23.4443074
-1.816277,-18.898712,2019,24/05/2019 18:00,COOL,INCUBATING,1,0,11111,SSTC,23.3647093
-0.17424,-20.236713,2019,26/05/2019 20:00,COOL,INCUBATING,1,0,11111,SSTC,22.9849681
-2.875283,-18.045251,2019,27/05/2019 14:00,COOL,INCUBATING,1,0,11111,SSTC,23.343869
-5.420122,-15.79396,2019,02/06/2019 08:00,COOL,CHICK_REARING,1,0,11115,SSTC,23.7442529
-5.326053,-15.611856,2019,02/06/2019 10:00,COOL,CHICK_REARING,1,0,11115,SSTC,23.7093557
-5.193139,-14.768571,2019,02/06/2019 16:00,COOL,CHICK_REARING,1,0,11115,SSTC,23.6837956
-5.2206,-14.830088,2019,02/06/2019 18:00,COOL,CHICK_REARING,1,0,11115,SSTC,23.6675432
-5.686996,-16.085326,2019,03/06/2019 04:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.790386
-5.39974,-16.254215,2019,03/06/2019 06:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.7214848
-4.899798,-16.169042,2019,03/06/2019 10:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.6128864
-4.624555,-16.032074,2019,03/06/2019 12:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.5540345
-4.423796,-15.919302,2019,03/06/2019 14:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.5239781
-4.147705,-15.739752,2019,03/06/2019 16:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.5127237
-3.905236,-15.635527,2019,03/06/2019 18:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.5009857
-3.2886,-15.945717,2019,04/06/2019 02:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.3863654
-3.002869,-15.982991,2019,04/06/2019 04:00,COOL,CHICK_REARING,1,0,11116,SSTC,23.2926445
-2.880281,-20.534801,2019,05/06/2019 20:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.9927442
-2.763017,-20.84212,2019,05/06/2019 22:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.9526855
-2.692124,-21.161994,2019,06/06/2019 00:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.9183812
-2.561139,-20.971156,2019,06/06/2019 02:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.8795434
-2.457925,-20.654139,2019,06/06/2019 04:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.8692328
-2.3567,-20.779195,2019,06/06/2019 12:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.8013259
-2.353873,-20.433471,2019,06/06/2019 14:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.8488316
-2.293916,-20.709994,2019,06/06/2019 16:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.8044171
-1.514215,-21.288712,2019,07/06/2019 08:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.6240051
-1.520718,-21.186089,2019,07/06/2019 10:00,COOL,CHICK_REARING,1,0,11116,SSTC,22.6257072
-4.879027,-15.878881,2019,26/05/2019 00:00,COOL,INCUBATING,1,0,11183,SSTC,23.9033802
-4.503528,-15.978533,2019,26/05/2019 02:00,COOL,INCUBATING,1,0,11183,SSTC,23.8311252
-4.143199,-15.933297,2019,26/05/2019 04:00,COOL,INCUBATING,1,0,11183,SSTC,23.769155
-3.304251,-19.371746,2019,27/05/2019 06:00,COOL,INCUBATING,1,0,11183,SSTC,23.2870904
-3.309362,-19.741793,2019,27/05/2019 08:00,COOL,INCUBATING,1,0,11183,SSTC,23.3060693
-0.660414,-20.317291,2019,28/05/2019 08:00,COOL,INCUBATING,1,0,11183,SSTC,22.9876814
-0.730285,-20.563855,2019,28/05/2019 10:00,COOL,INCUBATING,1,0,11183,SSTC,23.000071
-0.826058,-20.842657,2019,28/05/2019 12:00,COOL,INCUBATING,1,0,11183,SSTC,23.0079615
-0.640924,-20.567708,2019,28/05/2019 14:00,COOL,INCUBATING,1,0,11183,SSTC,22.9798826
-0.778271,-20.816377,2019,28/05/2019 16:00,COOL,INCUBATING,1,0,11183,SSTC,23.0028865
-1.027452,-20.780058,2019,29/05/2019 02:00,COOL,INCUBATING,1,0,11183,SSTC,22.933088
-1.04536,-20.7593,2019,29/05/2019 04:00,COOL,INCUBATING,1,0,11183,SSTC,22.9345785
-1.902331,-20.810811,2019,29/05/2019 12:00,COOL,INCUBATING,1,0,11183,SSTC,22.9491859
-2.1657,-20.897696,2019,29/05/2019 14:00,COOL,INCUBATING,1,0,11183,SSTC,22.9295676
-5.541711,-16.464394,2019,31/05/2019 16:00,COOL,INCUBATING,1,0,11183,SSTC,23.8227627
-5.765708,-16.041248,2019,31/05/2019 18:00,COOL,INCUBATING,1,0,11183,SSTC,23.872614
-2.647932,-19.454067,2019,27/05/2019 20:00,COOL,INCUBATING,1,0,11192,SSTC,23.2869115
-2.31544,-19.423454,2019,27/05/2019 22:00,COOL,INCUBATING,1,0,11192,SSTC,23.2849651
-1.952335,-19.309885,2019,28/05/2019 00:00,COOL,INCUBATING,1,0,11192,SSTC,23.2332043
-1.567156,-19.269063,2019,28/05/2019 04:00,COOL,INCUBATING,1,0,11192,SSTC,23.1436449
-1.531478,-19.273189,2019,28/05/2019 06:00,COOL,INCUBATING,1,0,11192,SSTC,23.1260583
-1.367908,-19.209712,2019,28/05/2019 08:00,COOL,INCUBATING,1,0,11192,SSTC,23.0900097
-1.369389,-19.678614,2019,28/05/2019 18:00,COOL,INCUBATING,1,0,11192,SSTC,23.1016474
-1.075028,-19.592712,2019,28/05/2019 20:00,COOL,INCUBATING,1,0,11192,SSTC,23.0183245
-0.987606,-20.117585,2019,29/05/2019 08:00,COOL,INCUBATING,1,0,11192,SSTC,22.9365594
